"","status","country","project_name","unit_name","capacity_(mw)","technology","start_year","operator","owner","lat","lng","location_accuracy","major_area_(prefecture,_district)","state/province","subregion","region","gem_location_id","gem_unit_id","other_ids_(location)","other_ids_(unit/phase)","url"
"224","operating","Iceland","Krafla geothermal power plant","2","30.0","flash steam - double","1999.0","Landsvirkjun","Landsvirkjun [100%]","65.7035","-16.7735","exact","Northeastern Region","","Northern Europe","Europe","L100000700082","G100000700135","WEPP (S&P Global Platts): 1021794, World Resources Institute: WRI1002800","WEPP (S&P Global Platts): 1126386","https://gem.wiki/Krafla_geothermal_power_plant"
"225","operating","Japan","Kyuden Ogiri geothermal power plant","--","30.0","flash steam - single","1996.0","Kyushu Electric Power","Kyushu Electric Power [100%]","31.9318","130.7977","exact","","","Eastern Asia","Asia","L100000700083","G100000700136","World Resources Institute: WRI1020121, WEPP (S&P Global Platts): 1021703","WEPP (S&P Global Platts): 1158184","https://gem.wiki/Kyuden_Ogiri_geothermal_power_plant"
"226","construction","Bolivia","Laguna Colorada geothermal power plant","1","50.0","unknown type","2026.0","Empresa Nacional de Electricidad SA (ENDE)","Empresa Nacional de Electricidad SA (ENDE) [100%]","-22.4429","-67.806","approximate","Sud Lípez","Potosí","Latin America and the Caribbean","Americas","L100000700084","G100000700137","WEPP (S&P Global Platts): 1090337","WEPP (S&P Global Platts): 1240858","https://gem.wiki/Laguna_Colorada_geothermal_power_plant"
"227","construction","Bolivia","Laguna Colorada geothermal power plant","2","50.0","unknown type","2026.0","Empresa Nacional de Electricidad SA (ENDE)","Empresa Nacional de Electricidad SA (ENDE) [100%]","-22.4429","-67.806","approximate","Sud Lípez","Potosí","Latin America and the Caribbean","Americas","L100000700084","G100000700138","WEPP (S&P Global Platts): 1090337","WEPP (S&P Global Platts): 1240862","https://gem.wiki/Laguna_Colorada_geothermal_power_plant"
"228","operating","Indonesia","Lahendong geothermal power plant","1","20.0","unknown type","2001.0","","Pertamina Geothermal Energy [100%]","1.2542","124.8199","exact","Sulut","North Sulawesi","South-eastern Asia","Asia","L100000700205","G100000700352","World Resources Institute: Wri1000778","","https://gem.wiki/Lahendong_geothermal_power_plant"
"229","operating","Indonesia","Lahendong geothermal power plant","2","20.0","unknown type","2007.0","","Pertamina Geothermal Energy [100%]","1.2542","124.8199","exact","Sulut","North Sulawesi","South-eastern Asia","Asia","L100000700205","G100000700353","World Resources Institute: Wri1000778","","https://gem.wiki/Lahendong_geothermal_power_plant"
"230","operating","Indonesia","Lahendong geothermal power plant","3","20.0","unknown type","2009.0","","Pertamina Geothermal Energy [100%]","1.2712","124.8354","exact","Sulut","North Sulawesi","South-eastern Asia","Asia","L100000700205","G100000700354","World Resources Institute: Wri1000778","","https://gem.wiki/Lahendong_geothermal_power_plant"
"231","operating","Indonesia","Lahendong geothermal power plant","4","20.0","unknown type","2011.0","","Pertamina Geothermal Energy [100%]","1.2712","124.8354","exact","Sulut","North Sulawesi","South-eastern Asia","Asia","L100000700205","G100000700355","World Resources Institute: Wri1000778","","https://gem.wiki/Lahendong_geothermal_power_plant"
"232","operating","Indonesia","Lahendong geothermal power plant","5","20.0","flash steam - single","2016.0","","Pertamina Geothermal Energy [100%]","1.174549122044996","124.79538467877784","exact","Sulut","","South-eastern Asia","Asia","L100000700205","G100000700356","World Resources Institute: Wri1000778","","https://gem.wiki/Lahendong_geothermal_power_plant"
"233","operating","Indonesia","Lahendong geothermal power plant","6","20.0","flash steam - single","2016.0","","Pertamina Geothermal Energy [100%]","1.174545057430065","124.79538467877784","exact","Sulut","","South-eastern Asia","Asia","L100000700205","G100000700357","World Resources Institute: Wri1000778","","https://gem.wiki/Lahendong_geothermal_power_plant"
"234","operating","United States","Lake View geothermal plant","17","118.0","dry steam","1982.0","Geysers Power Co LLC","Calpine CORP [100%]","38.777","-122.745","exact","","California","Northern America","Americas","L100000700085","G100000700139","WEPP (S&P Global Platts): 29381, EIA: 286, World Resources Institute: USA0000286","WEPP (S&P Global Platts): 7527","https://gem.wiki/Lake_View_geothermal_plant"
"235","pre-construction","Laos","Laos North geothermal power plant","1","1000.0","unknown type","","","Lao Development and Investment (LDIC) [50%]; GEIOS Next Gen Hybrid Geothermal Solution [50%]","20.2762","102.6244","approximate","","Luang Prabang Province","South-eastern Asia","Asia","L100000700219","G100000700390","","","https://gem.wiki/Laos_North_geothermal_power_plant"
"236","pre-construction","Laos","Laos South geothermal power plant","2","1000.0","unknown type","","","Lao Development and Investment (LDIC) [50%]; GEIOS Next Gen Hybrid Geothermal Solution [50%]","16.2817","106.151","approximate","","Luang Prabang Province","South-eastern Asia","Asia","L100000700220","G100000700391","","","https://gem.wiki/Laos_South_geothermal_power_plant"
"237","operating","Costa Rica","Las Pailas geothermal power plant","1","35.0","binary cycle","2011.0","Costa Rican Electricity Institute (ICE)","Costa Rican Electricity Institute (ICE) [100%]","10.7573","-85.3596","exact","","","Latin America and the Caribbean","Americas","L100000700086","G100000700141","World Resources Institute: GEODB0043643, WEPP (S&P Global Platts): 1054336","","https://gem.wiki/Las_Pailas_geothermal_power_plant"
"238","operating","Costa Rica","Las Pailas geothermal power plant","2","55.0","binary cycle","2019.0","Costa Rican Electricity Institute (ICE)","Costa Rican Electricity Institute (ICE) [100%]","10.758","-85.3464","exact","","","Latin America and the Caribbean","Americas","L100000700086","G100000700140","World Resources Institute: GEODB0043643, WEPP (S&P Global Platts): 1054336","WEPP (S&P Global Platts): 1256463","https://gem.wiki/Las_Pailas_geothermal_power_plant"
"239","operating","United States","Lightning Dock geothermal power plant","1","1.0","binary cycle","2013.0","","Lightning Dock Geothermal HI-01 LLC [100%]","32.1447","-108.8383","exact","","New Mexico","Northern America","Americas","L100000700275","G100000700501","EIA: 58629","","https://gem.wiki/Lightning_Dock_geothermal_power_plant"
"240","operating","United States","Lightning Dock geothermal power plant","2","1.0","binary cycle","2013.0","","Lightning Dock Geothermal HI-01 LLC [100%]","32.1447","-108.8383","exact","","New Mexico","Northern America","Americas","L100000700275","G100000700502","EIA: 58629","","https://gem.wiki/Lightning_Dock_geothermal_power_plant"
"241","operating","United States","Lightning Dock geothermal power plant","3","1.0","binary cycle","2013.0","","Lightning Dock Geothermal HI-01 LLC [100%]","32.1447","-108.8383","exact","","New Mexico","Northern America","Americas","L100000700275","G100000700503","EIA: 58629","","https://gem.wiki/Lightning_Dock_geothermal_power_plant"
"242","operating","United States","Lightning Dock geothermal power plant","4","1.0","binary cycle","2013.0","","Lightning Dock Geothermal HI-01 LLC [100%]","32.1447","-108.8383","exact","","New Mexico","Northern America","Americas","L100000700275","G100000700504","EIA: 58629","","https://gem.wiki/Lightning_Dock_geothermal_power_plant"
"243","operating","United States","Lightning Dock geothermal power plant","5","15.0","binary cycle","2018.0","","Lightning Dock Geothermal HI-01 LLC [100%]","32.1447","-108.8383","exact","","New Mexico","Northern America","Americas","L100000700275","G100000700505","EIA: 58629","","https://gem.wiki/Lightning_Dock_geothermal_power_plant"
"244","operating","Papua New Guinea","Lihir Island geothermal power plant","2","30.0","flash steam - single","2007.0","Newcrest Mining Limited","Newcrest Mining Limited [100%]","-3.1245","152.6464","exact","","New Ireland","Melanesia","Oceania","L100000700087","G100000700142","World Resources Institute: WRI1022423, WEPP (S&P Global Platts): 1054110","WEPP (S&P Global Platts): 1190403","https://gem.wiki/Lihir_Island_geothermal_power_plant"
"245","cancelled","Papua New Guinea","Lihir Island geothermal power plant","3","40.0","unknown type","","Newcrest Mining Limited","Newcrest Mining Limited [100%]","-3.1245","152.6464","exact","","New Ireland","Melanesia","Oceania","L100000700087","G100000700143","World Resources Institute: WRI1022423, WEPP (S&P Global Platts): 1054110","WEPP (S&P Global Platts): 1219735","https://gem.wiki/Lihir_Island_geothermal_power_plant"
"246","cancelled","Australia","Limestone Coast geothermal power plant","1","50.0","unknown type","","Scopenergy LTD","Scopenergy LTD [100%]","-37.0471","140.0019","approximate","Limestone Coast","South Australia","Australia and New Zealand","Oceania","L100000700088","G100000700144","WEPP (S&P Global Platts): 1064693","WEPP (S&P Global Platts): 1195566","https://gem.wiki/Limestone_Coast_geothermal_power_plant"
"247","operating","Mexico","Los Azufres geothermal power plant","Phase 1 - 17","50.0","flash steam - single","2015.0","Comision Federal De Electricidad","Comision Federal De Electricidad [100%]","19.7901","-100.6668","exact","","Michoacán","Latin America and the Caribbean","Americas","L100000700089","G100000700145","WEPP (S&P Global Platts): 1013011","WEPP (S&P Global Platts): 1218719","https://gem.wiki/Los_Azufres_geothermal_power_plant"
"248","operating","Mexico","Los Azufres geothermal power plant","Phase 2, U-18","27.0","flash steam - single","","Comision Federal De Electricidad","Comision Federal De Electricidad [100%]","19.7904","-100.6667","exact","","Michoacán","Latin America and the Caribbean","Americas","L100000700089","G100000700399","WEPP (S&P Global Platts): 1013011","","https://gem.wiki/Los_Azufres_geothermal_power_plant"
"249","operating","Mexico","Los Azufres geothermal power plant","U-14","26.0","flash steam - single","","Comision Federal De Electricidad","Comision Federal De Electricidad [100%]","19.7904","-100.6667","exact","","Michoacán","Latin America and the Caribbean","Americas","L100000700089","G100000700396","WEPP (S&P Global Platts): 1013011","","https://gem.wiki/Los_Azufres_geothermal_power_plant"
"250","operating","Mexico","Los Azufres geothermal power plant","U-15","26.0","flash steam - single","","Comision Federal De Electricidad","Comision Federal De Electricidad [100%]","19.7904","-100.6667","exact","","Michoacán","Latin America and the Caribbean","Americas","L100000700089","G100000700397","WEPP (S&P Global Platts): 1013011","","https://gem.wiki/Los_Azufres_geothermal_power_plant"
"251","operating","Mexico","Los Azufres geothermal power plant","U-16","26.0","flash steam - single","","Comision Federal De Electricidad","Comision Federal De Electricidad [100%]","19.7904","-100.6667","exact","","Michoacán","Latin America and the Caribbean","Americas","L100000700089","G100000700398","WEPP (S&P Global Platts): 1013011","","https://gem.wiki/Los_Azufres_geothermal_power_plant"
"252","operating","Mexico","Los Azufres geothermal power plant","U-2","5.0","unknown type","","Comision Federal De Electricidad","Comision Federal De Electricidad [100%]","19.7904","-100.6667","exact","","Michoacán","Latin America and the Caribbean","Americas","L100000700089","G100000700400","WEPP (S&P Global Platts): 1013011","","https://gem.wiki/Los_Azufres_geothermal_power_plant"
"253","operating","Mexico","Los Humeros 2 geothermal power plant","A","25.0","unknown type","","Comision Federal De Electricidad","Comision Federal De Electricidad [100%]","19.67128","-97.4556646","exact","","Puebla","Latin America and the Caribbean","Americas","L100000700222","G100000700401","","","https://gem.wiki/Los_Humeros_2_geothermal_power_plant"
"254","operating","Mexico","Los Humeros 2 geothermal power plant","B","25.0","unknown type","","Comision Federal De Electricidad","Comision Federal De Electricidad [100%]","19.67128","-97.4556646","exact","","Puebla","Latin America and the Caribbean","Americas","L100000700222","G100000700402","","","https://gem.wiki/Los_Humeros_2_geothermal_power_plant"
"255","operating","Mexico","Los Humeros 3 geothermal power plant","A","25.0","flash steam - single","2017.0","Comision Federal De Electricidad","Comision Federal De Electricidad","19.6465","-97.4375","exact","","Veracruz","Latin America and the Caribbean","Americas","L100000700223","G100000700403","World Resources Institute: Mex0006617","WEPP (S&P Global Platts): 1013072","https://gem.wiki/Los_Humeros_3_geothermal_power_plant"
"256","cancelled","Mexico","Los Humeros 3 geothermal power plant","B","25.0","flash steam - single","","Comision Federal De Electricidad","Comision Federal De Electricidad","19.6465","-97.4375","approximate","","Puebla","Latin America and the Caribbean","Americas","L100000700223","G100000700404","World Resources Institute: Mex0006617","","https://gem.wiki/Los_Humeros_3_geothermal_power_plant"
"257","pre-construction","Indonesia","Lumut Balai 2 geothermal power plant","1","55.0","unknown type","2024.0","Pertamina Geothermal Energy","Pertamina Geothermal Energy [100%]","-4.1943","103.6403","exact","","South Sumatra","South-eastern Asia","Asia","L100000700090","G100000700146","WEPP (S&P Global Platts): 1093258","WEPP (S&P Global Platts): 1297870","https://gem.wiki/Lumut_Balai_2_geothermal_power_plant"
"258","pre-construction","Indonesia","Lumut Balai 2 geothermal power plant","2","55.0","unknown type","2024.0","Pertamina Geothermal Energy","Pertamina Geothermal Energy [100%]","-4.1943","103.6403","exact","","South Sumatra","South-eastern Asia","Asia","L100000700090","G100000700147","WEPP (S&P Global Platts): 1093258","WEPP (S&P Global Platts): 1297871","https://gem.wiki/Lumut_Balai_2_geothermal_power_plant"
"259","operating","Indonesia","Lumut Balai geothermal power plant","1","55.0","flash steam - single","2019.0","Pertamina Geothermal Energy","Pertamina Geothermal Energy [100%]","-4.1943","103.6403","exact","","South Sumatra","South-eastern Asia","Asia","L100000700091","G100000700148","WEPP (S&P Global Platts): 1093258","WEPP (S&P Global Platts): 1245522","https://gem.wiki/Lumut_Balai_geothermal_power_plant"
"260","construction","Indonesia","Lumut Balai geothermal power plant","2","55.0","unknown type","2024.0","Pertamina Geothermal Energy","Pertamina Geothermal Energy [100%]","-4.1943","103.6403","exact","","South Sumatra","South-eastern Asia","Asia","L100000700091","G100000700149","WEPP (S&P Global Platts): 1093258","WEPP (S&P Global Platts): 1245523","https://gem.wiki/Lumut_Balai_geothermal_power_plant"
"261","operating","Philippines","Mahanagdong geothermal facility","A1","60.0","flash steam - double","1997.0","Energy Development CORP (EDC)","Energy Development CORP (EDC) [100%]","11.1309","124.6695","exact","Leyte 4th District","Leyte","South-eastern Asia","Asia","L100000700092","G100000700150","WEPP (S&P Global Platts): 1049973, World Resources Institute: WRI1001942","WEPP (S&P Global Platts): 1174032","https://gem.wiki/Mahanagdong_geothermal_facility"
